Vehicle Tag	;	Date	;	Time In	;	Direction	;	Category	;	Location
657	;	15/08/2016	;	07:30:00	;	Entry	;	3-axle Trailer	;	Iwo Road
658	;	15/08/2016	;	07:45:00	;	Entry	;	2-axle Trailer	;	Iwo Road
659	;	15/08/2016	;	08:00:00	;	Entry	;	Bus	;	Iwo Road
660	;	15/08/2016	;	08:15:00	;	Exit	;	Passenger Car	;	Iwo Road
661	;	15/08/2016	;	08:30:00	;	Entry	;	Passenger Car	;	Iwo Road
662	;	15/08/2016	;	08:45:00	;	Exit	;	Bus	;	Iwo Road
663	;	15/08/2016	;	12:00:00	;	Exit	;	Bus	;	Iwo Road
664	;	15/08/2016	;	13:15:00	;	Entry	;	3-axle Trailer	;	Iwo Road
665	;	15/08/2016	;	14:00:00	;	Entry	;	2-axle Trailer	;	Iwo Road
666	;	15/08/2016	;	14:45:00	;	Exit	;	Bus 	;	Iwo Road
667	;	15/08/2016	;	16:00:00	;	Exit	;	Passenger Car	;	Iwo Road
668	;	16/08/2016	;	02:00:00	;	Entry	;	Passenger Car	;	Iwo Road
669	;	16/08/2016	;	02:10:00	;	Entry	;	Bus	;	Iwo Road
670	;	16/08/2016	;	04:45:00	;	Exit	;	3-axle Trailer	;	Iwo Road
671	;	16/08/2016	;	05:30:00	;	Exit	;	Passenger Car	;	Iwo Road
672	;	16/08/2016	;	06:00:00	;	Exit	;	Passenger Car	;	Iwo Road
673	;	16/08/2016	;	08:15:00	;	Exit	;	Bus	;	Iwo Road
674	;	16/08/2016	;	09:00:00	;	Entry	;	2-axle Trailer	;	Iwo Road
675	;	16/08/2016	;	09:15:00	;	Exit	;	Passenger Car	;	Iwo Road
676	;	16/08/2016	;	09:30:00	;	Entry	;	3-axle Trailer	;	Iwo Road
677	;	16/08/2016	;	09:45:00	;	Entry	;	2-axle Trailer	;	Iwo Road
678	;	16/08/2016	;	11:15:00	;	Exit	;	Passenger Car	;	Iwo Road
679	;	16/08/2016	;	12:00:00	;	Exit	;	Passenger Car	;	Iwo Road
680	;	16/08/2016	;	14:15:00	;	Entry	;	Bus	;	Iwo Road
681	;	16/08/2016	;	14:30:00	;	Entry	;	Passenger Car	;	Iwo Road
682	;	16/08/2016	;	15:00:00	;	Exit	;	Passenger Car	;	Iwo Road
683	;	16/08/2016	;	15:15:00	;	Entry	;	Bus	;	Iwo Road
684	;	16/08/2016	;	15:45:00	;	Exit	;	2-axle Trailer	;	Iwo Road
685	;	16/08/2016	;	17:00:00	;	Exit	;	Bus	;	Iwo Road
686	;	16/08/2016	;	17:10:00	;	Exit	;	Passenger Car	;	Iwo Road
687	;	16/08/2016	;	17:15:00	;	Exit	;	Passenger Car	;	Iwo Road
688	;	16/08/2016	;	19:00:00	;	Entry	;	Bus	;	Iwo Road
689	;	16/08/2016	;	19:30:00	;	Entry	;	Bus	;	Iwo Road
690	;	16/08/2016	;	19:45:00	;	Exit	;	Bus	;	Iwo Road
691	;	16/08/2016	;	20:00:00	;	Exit	;	Passenger Car	;	Iwo Road
692	;	16/08/2016	;	20:30:00	;	Entry	;	Passenger Car	;	Iwo Road
693	;	16/08/2016	;	21:00:00	;	Exit	;	Bus	;	Iwo Road
694	;	16/08/2016	;	21:15:00	;	Exit	;	Bus	;	Iwo Road
695	;	16/08/2016	;	22:30:00	;	Exit	;	Passenger Car	;	Iwo Road
696	;	16/08/2016	;	23:15:00	;	Entry	;	Passenger Car	;	Iwo Road
697	;	16/08/2016	;	23:30:00	;	Entry	;	Passenger Car	;	Iwo Road
698	;	17/08/2016	;	05:30:00	;	Entry 	;	2-axle Trailer	;	Iwo Road
699	;	17/08/2016	;	06:00:00	;	Entry	;	3-axle Trailer	;	Iwo Road
700	;	17/08/2016	;	06:15:00	;	Entry	;	Passenger Car	;	Iwo Road
701	;	17/08/2016	;	06:30:00	;	Exit	;	Passenger Car	;	Iwo Road
702	;	17/08/2016	;	06:45:00	;	Entry	;	Bus	;	Iwo Road
703	;	17/08/2016	;	07:00:00	;	Entry	;	Passenger Car	;	Iwo Road
704	;	17/08/2016	;	07:15:00	;	Exit	;	Passenger car	;	Iwo Road
705	;	17/08/2016	;	07:30:00	;	Exit	;	Bus	;	Iwo Road
706	;	17/08/2016	;	07:45:00	;	Exit	;	Bus	;	Iwo Road
707	;	17/08/2016	;	08:00:00	;	Entry	;	Passenger Car	;	Iwo Road
708	;	17/08/2016	;	08:15:00	;	Entry	;	Passenger Car	;	Iwo Road
709	;	17/08/2016	;	08:30:00	;	Exit	;	2-axle Trailer	;	Iwo Road
710	;	17/08/2016	;	08:45:00	;	Exit	;	3-axle Trailer	;	Iwo Road
711	;	17/08/2016	;	12:00:00	;	Entry	;	Bus	;	Iwo Road
712	;	17/08/2016	;	13:15:00	;	Entry	;	Passenger Car	;	Iwo Road
713	;	17/08/2016	;	14:00:00	;	Exit	;	Passenger Car	;	Iwo Road
714	;	17/08/2016	;	14:45:00	;	Exit	;	Bus	;	Iwo Road
715	;	17/08/2016	;	16:00:00	;	Exit	;	Passenger Car	;	Iwo Road
716	;	17/08/2016	;	16:10:00	;	Entry	;	3-axle Trailer	;	Iwo Road
717	;	17/08/2016	;	16:30:00	;	Entry	;	2-axle Trailer	;	Iwo Road
718	;	17/08/2016	;	17:00:00	;	Exit	;	Passenger Car	;	Iwo Road
719	;	17/08/2016	;	17:10:00	;	Exit	;	Bus	;	Iwo Road
720	;	17/08/2016	;	17:45:00	;	Entry	;	Bus	;	Iwo Road
721	;	17/08/2016	;	17:50:00	;	Entry	;	Passenger Car	;	Iwo Road
722	;	17/08/2016	;	18:15:00	;	Entry	;	Passenger Car	;	Iwo Road
723	;	17/08/2016	;	18:30:00	;	Exit	;	Bus	;	Iwo Road
724	;	17/08/2016	;	18:45:00	;	Exit	;	Bus	;	Iwo Road
725	;	17/08/2016	;	19:00:00	;	Exit	;	Passenger Car	;	Iwo Road
726	;	17/08/2016	;	19:30:00	;	Exit	;	Passenger Car	;	Iwo Road
727	;	17/08/2016	;	20:00:00	;	Entry	;	Bus	;	Iwo Road
728	;	17/08/2016	;	20:30:00	;	Entry	;	Bus	;	Iwo Road
729	;	17/08/2016	;	21:00:00	;	Exit	;	3-axle Trailer	;	Iwo Road
730	;	17/08/2016	;	21:15:00	;	Entry	;	2-axle Trailer	;	Iwo Road
731	;	17/08/2016	;	22:30:00	;	Exit	;	Bus	;	Iwo Road
732	;	17/08/2016	;	23:15:00	;	Entry	;	Passenger Car	;	Iwo Road
733	;	17/08/2016	;	23:30:00	;	Exit	;	Passenger Car	;	Iwo Road
734	;	18/08/2016	;	07:00:00	;	Entry	;	Bus	;	Iwo Road
735	;	18/08/2016	;	07:05:00	;	Entry	;	Bus	;	Iwo Road
736	;	18/08/2016	;	07:45:00	;	Exit	;	Passenger Car	;	Iwo Road
737	;	18/08/2016	;	07:50:00	;	Exit	;	Passenger Car	;	Iwo Road
738	;	18/08/2016	;	08:00:00	;	Entry	;	Bus	;	Iwo Road
739	;	18/08/2016	;	08:15:00	;	Entry	;	Bus	;	Iwo Road
740	;	18/08/2016	;	08:30:00	;	Entry	;	2-axle Trailer	;	Iwo Road
741	;	18/08/2016	;	08:45:00	;	Exit	;	3-axle Trailer	;	Iwo Road
742	;	18/08/2016	;	09:00:00	;	Exit	;	3-axle Trailer	;	Iwo Road
743	;	18/08/2016	;	09:45:00	;	Entry	;	2-axle Trailer	;	Iwo Road
744	;	18/08/2016	;	11:00:00	;	Entry	;	2-axle Trailer	;	Iwo Road
745	;	18/08/2016	;	11:15:00	;	Entry 	;	Passenger Car	;	Iwo Road
746	;	18/08/2016	;	12:00:45	;	Exit	;	Bus	;	Iwo Road
747	;	18/08/2016	;	13:15:00	;	Exit	;	Passenger Car	;	Iwo Road
748	;	18/08/2016	;	14:00:30	;	Entry	;	Passenger Car	;	Iwo Road
749	;	18/08/2016	;	14:30:00	;	Entry	;	Bus	;	Iwo Road
750	;	18/08/2016	;	14:45:00	;	Exit	;	Bus	;	Iwo Road
751	;	18/08/2016	;	15:11:10	;	Exit	;	Passenger Car	;	Iwo Road
752	;	18/08/2016	;	15:20:00	;	Entry	;	Passenger Car	;	Iwo Road
753	;	18/08/2016	;	15:22:00	;	Entry	;	Bus 	;	Iwo Road
754	;	18/08/2016	;	15:30:00	;	Entry	;	Bus 	;	Iwo Road
755	;	18/08/2016	;	15:45:00	;	Exit	;	Passenger Car	;	Iwo Road
756	;	18/08/2016	;	16:00:00	;	Exit	;	Passenger Car	;	Iwo Road
757	;	18/08/2016	;	16:05:00	;	Entry	;	Bus	;	Iwo Road
758	;	18/08/2016	;	16:55:00	;	Entry	;	Bus	;	Iwo Road
759	;	18/08/2016	;	17:10:00	;	Entry	;	Passenger Car	;	Iwo Road
760	;	18/08/2016	;	17:45:00	;	Exit	;	Passenger Car	;	Iwo Road
761	;	18/08/2016	;	17:50:00	;	Exit	;	Passenger Car	;	Iwo Road
762	;	18/08/2016	;	18:15:00	;	Entry	;	3-axle Trailer	;	Iwo Road
763	;	18/08/2016	;	18:30:00	;	Entry	;	Passenger Car	;	Iwo Road
764	;	18/08/2016	;	18:45:00	;	Entry	;	Bus	;	Iwo Road
765	;	18/08/2016	;	19:00:00	;	Exit	;	2-axle Trailer	;	Iwo Road
766	;	18/08/2016	;	19:30:00	;	Exit	;	Bus	;	Iwo Road
767	;	18/08/2016	;	20:00:00	;	Entry	;	Bus	;	Iwo Road
768	;	18/08/2016	;	20:30:00	;	Exit	;	Passenger Car	;	Iwo Road
769	;	18/08/2016	;	21:00:00	;	Exit	;	Passenger Car	;	Iwo Road
770	;	18/08/2016	;	21:15:00	;	Entry	;	Bus	;	Iwo Road
771	;	18/08/2016	;	22:30:00	;	Exit	;	Bus	;	Iwo Road
772	;	18/08/2016	;	23:15:00	;	Entry	;	2-axle Trailer	;	Iwo Road
773	;	18/08/2016	;	23:30:00	;	Exit	;	3-axle Trailer	;	Iwo Road
774	;	19/08/2016	;	06:00:00	;	Entry	;	Passenger Car	;	Iwo Road
775	;	19/08/2016	;	06:15:00	;	Exit	;	Passenger Car	;	Iwo Road
776	;	19/08/2016	;	06:30:00	;	Entry	;	Passenger Car	;	Iwo Road
777	;	19/08/2016	;	06:45:00	;	Exit	;	3-axle Trailer	;	Iwo Road
778	;	19/08/2016	;	07:00:00	;	Entry	;	Passenger Car	;	Iwo Road
779	;	19/08/2016	;	07:15:00	;	Exit	;	Bus	;	Iwo Road
780	;	19/08/2016	;	07:30:00	;	Entry	;	3-axle Trailer	;	Iwo Road
781	;	19/08/2016	;	07:45:00	;	Entry	;	2-axle Trailer	;	Iwo Road
782	;	19/08/2016	;	08:00:00	;	Exit	;	Bus	;	Iwo Road
783	;	19/08/2016	;	08:15:00	;	Exit	;	Passenger Car	;	Iwo Road
784	;	19/08/2016	;	08:30:00	;	Entry	;	Passenger Car	;	Iwo Road
785	;	19/08/2016	;	08:45:00	;	Entry	;	Bus	;	Iwo Road
786	;	19/08/2016	;	12:00:00	;	Entry	;	Passenger Car	;	Iwo Road
787	;	19/08/2016	;	12:00:45	;	Exit	;	Passenger Car	;	Iwo Road
788	;	19/08/2016	;	13:15:00	;	Exit	;	Bus	;	Iwo Road
789	;	19/08/2016	;	14:00:30	;	Entry	;	Bus	;	Iwo Road
790	;	19/08/2016	;	14:30:00	;	Entry	;	Passenger Car	;	Iwo Road
791	;	19/08/2016	;	14:45:00	;	Exit	;	3-axle Trailer	;	Iwo Road
792	;	19/08/2016	;	15:11:10	;	Entry	;	2-axle Trailer	;	Iwo Road
793	;	19/08/2016	;	15:20:00	;	Entry	;	Bus	;	Iwo Road
794	;	19/08/2016	;	15:22:00	;	Exit	;	Bus	;	Iwo Road
795	;	19/08/2016	;	15:30:00	;	Entry	;	2-axle Trailer	;	Iwo Road
796	;	19/08/2016	;	15:45:00	;	Exit	;	Bus	;	Iwo Road
797	;	19/08/2016	;	16:00:00	;	Entry	;	Bus	;	Iwo Road
798	;	19/08/2016	;	16:30:00	;	Entry	;	Passenger Car	;	Iwo Road
799	;	19/08/2016	;	17:00:00	;	Entry	;	Passenger Car	;	Iwo Road
800	;	19/08/2016	;	17:10:00	;	Entry	;	Bus	;	Iwo Road
801	;	19/08/2016	;	17:45:00	;	Exit	;	3-axle Trailer	;	Iwo Road
802	;	19/08/2016	;	17:50:00	;	Exit	;	2-axle Trailer	;	Iwo Road
803	;	19/08/2016	;	18:15:00	;	Exit	;	Passenger Car	;	Iwo Road
804	;	19/08/2016	;	18:30:00	;	Entry	;	Bus	;	Iwo Road
805	;	19/08/2016	;	18:45:00	;	Exit	;	3-axle Trailer	;	Iwo Road
806	;	19/08/2016	;	19:00:00	;	Exit	;	2-axle Trailer	;	Iwo Road
807	;	19/08/2016	;	19:30:00	;	Entry	;	Bus	;	Iwo Road
808	;	19/08/2016	;	20:00:00	;	Entry	;	Passenger Car	;	Iwo Road
809	;	19/08/2016	;	22:30:00	;	Exit	;	3-axle Trailer	;	Iwo Road
810	;	19/08/2016	;	23:15:00	;	Entry	;	Passenger Car	;	Iwo Road
811	;	20/08/2016	;	00:15:15	;	Entry 	;	Passenger Car	;	Iwo Road
812	;	20/08/2016	;	00:42:08	;	Entry	;	Passenger Car	;	Iwo Road
813	;	20/08/2016	;	00:45:34	;	Entry 	;	Bus	;	Iwo Road
814	;	20/08/2016	;	00:52:45	;	Exit	;	Bus	;	Iwo Road
815	;	20/08/2016	;	03:05:15	;	Entry	;	Passenger Car	;	Iwo Road
816	;	20/08/2016	;	04:00:00	;	Exit	;	Passenger Car	;	Iwo Road
817	;	20/08/2016	;	05:35:00	;	Entry	;	Passenger Car	;	Iwo Road
818	;	20/08/2016	;	06:00:00	;	Entry 	;	Passenger Car	;	Iwo Road
819	;	20/08/2016	;	06:15:00	;	Exit	;	Bus	;	Iwo Road
820	;	20/08/2016	;	06:30:00	;	Entry	;	Passenger Car	;	Iwo Road
821	;	20/08/2016	;	06:45:00	;	Exit	;	Bus	;	Iwo Road
822	;	20/08/2016	;	07:00:00	;	Exit	;	Passenger Car	;	Iwo Road
823	;	20/08/2016	;	07:15:00	;	Entry	;	Bus	;	Iwo Road
824	;	20/08/2016	;	07:30:00	;	Entry 	;	Bus	;	Iwo Road
825	;	20/08/2016	;	07:45:00	;	Entry 	;	Passenger Car	;	Iwo Road
826	;	20/08/2016	;	08:00:00	;	Entry	;	2-axle Trailer	;	Iwo Road
827	;	20/08/2016	;	08:15:00	;	Entry 	;	2-axle Trailer	;	Iwo Road
828	;	20/08/2016	;	08:30:00	;	Entry 	;	Passenger Car	;	Iwo Road
829	;	20/08/2016	;	08:45:00	;	Exit	;	Bus	;	Iwo Road
830	;	20/08/2016	;	09:00:00	;	Exit	;	Passenger Car 	;	Iwo Road
831	;	20/08/2016	;	09:15:00	;	Entry	;	Bus 	;	Iwo Road
832	;	20/08/2016	;	09:30:00	;	Entry	;	Bus	;	Iwo Road
833	;	20/08/2016	;	09:45:00	;	Exit	;	Passenger Car 	;	Iwo Road
834	;	20/08/2016	;	16:00:00	;	Entry	;	Bus 	;	Iwo Road
835	;	20/08/2016	;	16:15:00	;	Entry	;	Passenger Car	;	Iwo Road
836	;	20/08/2016	;	16:30:00	;	Exit	;	Passenger Car	;	Iwo Road
837	;	20/08/2016	;	16:45:00	;	Entry	;	3-axle Trailer	;	Iwo Road
838	;	20/08/2016	;	17:00:00	;	Entry	;	Bus	;	Iwo Road
839	;	20/08/2016	;	17:15:00	;	Exit	;	Passenger Car	;	Iwo Road
840	;	20/08/2016	;	17:30:00	;	Entry	;	Passenger Car	;	Iwo Road
841	;	20/08/2016	;	17:45:00	;	Exit	;	Bus	;	Iwo Road
842	;	20/08/2016	;	18:00:00	;	Exit	;	Bus	;	Iwo Road
843	;	20/08/2016	;	18:15:00	;	Entry	;	Passenger Car	;	Iwo Road
844	;	20/08/2016	;	18:30:00	;	Entry	;	2-axle Trailer	;	Iwo Road
845	;	20/08/2016	;	18:45:00	;	Entry	;	3-axle Trailer	;	Iwo Road
846	;	20/08/2016	;	19:00:00	;	Entry	;	Passenger Car	;	Iwo Road
847	;	20/08/2016	;	19:15:00	;	Exit	;	Passenger Car	;	Iwo Road
848	;	20/08/2016	;	19:30:00	;	Exit	;	Bus	;	Iwo Road
849	;	20/08/2016	;	19:45:00	;	Exit	;	Passenger Car	;	Iwo Road
850	;	20/08/2016	;	20:00:00	;	Exit 	;	2-axle Trailer	;	Iwo Road
851	;	20/08/2016	;	20:30:00	;	Entry	;	3-axle Trailer	;	Iwo Road
852	;	20/08/2016	;	21:00:00	;	Exit 	;	Bus	;	Iwo Road
853	;	20/08/2016	;	21:15:00	;	Entry	;	Bus	;	Iwo Road
854	;	20/08/2016	;	22:30:00	;	Entry 	;	Passenger Car	;	Iwo Road
855	;	20/08/2016	;	23:15:00	;	Exit	;	3-axle Trailer	;	Iwo Road
856	;	20/08/2016	;	23:30:00	;	Entry	;	2-axle Trailer	;	Iwo Road
857	;	21/08/2016	;	03:10:00	;	Exit	;	Bus	;	Iwo Road
858	;	21/08/2016	;	03:25:10	;	Exit	;	Bus	;	Iwo Road
859	;	21/08/2016	;	03:12:58	;	Exit	;	2-axle Trailer	;	Iwo Road
860	;	21/08/2016	;	04:10:15	;	Exit	;	Bus	;	Iwo Road
861	;	21/08/2016	;	05:09:36	;	Entry	;	Passenger Car	;	Iwo Road
862	;	21/08/2016	;	06:00:00	;	Entry	;	Passenger Car	;	Iwo Road
863	;	21/08/2016	;	08:15:00	;	Entry	;	Bus	;	Iwo Road
864	;	21/08/2016	;	09:00:00	;	Entry	;	Bus	;	Iwo Road
865	;	21/08/2016	;	09:15:00	;	Entry	;	Passenger Car	;	Iwo Road
866	;	21/08/2016	;	09:30:00	;	Entry	;	2-axle Trailer	;	Iwo Road
867	;	21/08/2016	;	09:45:00	;	Entry	;	3-axle Trailer	;	Iwo Road
868	;	21/08/2016	;	11:15:00	;	Entry	;	Passenger Car	;	Iwo Road
869	;	21/08/2016	;	12:00:00	;	Exit	;	Passenger Car	;	Iwo Road
870	;	21/08/2016	;	14:15:00	;	Entry	;	2-axle Trailer	;	Iwo Road
871	;	21/08/2016	;	14:30:00	;	Entry	;	3-axle Trailer	;	Iwo Road
872	;	21/08/2016	;	15:34:12	;	Entry	;	Bus 	;	Iwo Road
873	;	21/08/2016	;	16:54:11	;	Exit	;	Passenger Car	;	Iwo Road
874	;	21/08/2016	;	16:57:13	;	Entry	;	Bus 	;	Iwo Road
875	;	21/08/2016	;	16:59:00	;	Entry	;	Passenger Car	;	Iwo Road
876	;	21/08/2016	;	17:15:00	;	Exit	;	3-axle Trailer	;	Iwo Road
877	;	21/08/2016	;	17:30:00	;	Entry	;	Bus	;	Iwo Road
878	;	21/08/2016	;	17:45:00	;	Exit	;	Bus	;	Iwo Road
879	;	21/08/2016	;	18:00:00	;	Exit	;	Bus	;	Iwo Road
880	;	21/08/2016	;	18:15:00	;	Entry	;	Bus	;	Iwo Road
881	;	21/08/2016	;	19:00:00	;	Entry	;	Passenger Car	;	Iwo Road
882	;	21/08/2016	;	19:15:00	;	Entry	;	Passenger Car	;	Iwo Road
883	;	21/08/2016	;	19:30:00	;	Entry	;	2-axle Trailer	;	Iwo Road
884	;	21/08/2016	;	19:45:00	;	Entry	;	Passenger Car	;	Iwo Road
885	;	21/08/2016	;	19:48:12	;	Exit	;	Passenger Car	;	Iwo Road
886	;	21/08/2016	;	19:55:45	;	Exit	;	Bus	;	Iwo Road
887	;	21/08/2016	;	19:57:00	;	Entry	;	Bus	;	Iwo Road
888	;	21/08/2016	;	20:10:15	;	Entry	;	Passenger Car	;	Iwo Road
889	;	21/08/2016	;	20:12:23	;	Exit	;	Passenger Car	;	Iwo Road
890	;	21/08/2016	;	22:14:19	;	Exit	;	Passenger Car	;	Iwo Road
891	;	21/08/2016	;	22:22:22	;	Exit	;	Bus	;	Iwo Road
892	;	21/08/2016	;	22:30:00	;	Exit	;	Bus 	;	Iwo Road
893	;	21/08/2016	;	23:15:00	;	Exit	;	Passenger Car	;	Iwo Road
894	;	21/08/2016	;	23:30:00	;	Exit	;	Passenger Car	;	Iwo Road
895	;	21/08/2016	;	23:58:59	;	Entry	;	Bus 	;	Iwo Road
896	;	21/08/2016	;	23:59:59	;	Exit	;	Passenger Car	;	Iwo Road
897	;	22/08/2016	;	04:45:00	;	Entry	;	Passenger Car	;	Iwo Road
898	;	22/08/2016	;	05:20:12	;	Entry	;	Bus	;	Iwo Road
899	;	22/08/2016	;	06:00:00	;	Exit	;	2-axle Trailer	;	Iwo Road
900	;	22/08/2016	;	06:15:00	;	Exit	;	2-axle Trailer	;	Iwo Road
901	;	22/08/2016	;	06:30:00	;	Entry	;	Passenger Car	;	Iwo Road
902	;	22/08/2016	;	06:45:00	;	Entry	;	Passenger Car	;	Iwo Road
903	;	22/08/2016	;	07:00:00	;	Exit	;	Bus	;	Iwo Road
904	;	22/08/2016	;	07:15:00	;	Exit	;	3-axle Trailer	;	Iwo Road
905	;	22/08/2016	;	07:30:00	;	Entry	;	2-axle Trailer	;	Iwo Road
906	;	22/08/2016	;	07:45:00	;	Exit	;	Passenger Car	;	Iwo Road
907	;	22/08/2016	;	08:00:00	;	Entry	;	Passenger Car	;	Iwo Road
908	;	22/08/2016	;	08:15:00	;	Entry	;	Bus	;	Iwo Road
909	;	22/08/2016	;	08:30:00	;	Exit	;	Passenger Car	;	Iwo Road
910	;	22/08/2016	;	08:45:00	;	Entry	;	Bus	;	Iwo Road
911	;	22/08/2016	;	09:00:00	;	Entry	;	Bus 	;	Iwo Road
912	;	22/08/2016	;	09:15:00	;	Exit	;	Bus	;	Iwo Road
913	;	22/08/2016	;	09:30:00	;	Entry	;	Passenger Car	;	Iwo Road
914	;	22/08/2016	;	09:45:00	;	Entry	;	Passenger Car	;	Iwo Road
915	;	22/08/2016	;	10:15:00	;	Entry	;	Passenger Car	;	Iwo Road
916	;	22/08/2016	;	10:30:00	;	Entry	;	Bus	;	Iwo Road
917	;	22/08/2016	;	10:45:00	;	Entry	;	Passenger Car	;	Iwo Road
918	;	22/08/2016	;	11:00:00	;	Entry	;	2-axle Trailer	;	Iwo Road
919	;	22/08/2016	;	11:15:00	;	Exit	;	2-axle Trailer	;	Iwo Road
920	;	22/08/2016	;	11:30:00	;	Exit	;	Bus	;	Iwo Road
921	;	22/08/2016	;	11:45:00	;	Entry	;	Passenger Car	;	Iwo Road
922	;	22/08/2016	;	12:00:00	;	Entry	;	Passenger Car	;	Iwo Road
923	;	22/08/2016	;	12:15:00	;	Exit	;	Bus	;	Iwo Road
924	;	22/08/2016	;	12:30:00	;	Exit	;	Bus	;	Iwo Road
925	;	22/08/2016	;	12:45:00	;	Entry	;	Bus	;	Iwo Road
926	;	22/08/2016	;	13:00:00	;	Entry	;	Passenger Car	;	Iwo Road
927	;	22/08/2016	;	13:15:00	;	Exit	;	3-axle Trailer	;	Iwo Road
928	;	22/08/2016	;	13:30:00	;	Exit	;	2-axle Trailer	;	Iwo Road
929	;	22/08/2016	;	13:45:00	;	Entry	;	Bus	;	Iwo Road
930	;	22/08/2016	;	14:00:00	;	Entry	;	Bus	;	Iwo Road
931	;	22/08/2016	;	14:15:00	;	Exit	;	3-axle Trailer	;	Iwo Road
932	;	22/08/2016	;	14:30:00	;	Exit	;	2-axle Trailer	;	Iwo Road
933	;	22/08/2016	;	14:45:00	;	Entry	;	2-axle Trailer	;	Iwo Road
934	;	22/08/2016	;	15:00:00	;	Entry	;	Passenger Car	;	Iwo Road
935	;	22/08/2016	;	15:15:00	;	Exit	;	Passenger Car	;	Iwo Road
936	;	22/08/2016	;	15:30:00	;	Exit	;	Bus	;	Iwo Road
937	;	22/08/2016	;	15:45:00	;	Entry	;	Bus	;	Iwo Road
938	;	22/08/2016	;	16:00:00	;	Entry	;	2-axle Trailer	;	Iwo Road
939	;	22/08/2016	;	16:15:00	;	Entry	;	3-axle Trailer	;	Iwo Road
940	;	22/08/2016	;	16:30:00	;	Exit	;	Passenger Car	;	Iwo Road
941	;	22/08/2016	;	16:45:00	;	Exit	;	Passenger Car	;	Iwo Road
942	;	22/08/2016	;	17:00:00	;	Entry	;	2-axle Trailer	;	Iwo Road
943	;	22/08/2016	;	17:15:00	;	Entry	;	Bus	;	Iwo Road
944	;	22/08/2016	;	17:30:00	;	Exit	;	Bus	;	Iwo Road
945	;	22/08/2016	;	17:45:00	;	Exit	;	Passenger Car	;	Iwo Road
946	;	22/08/2016	;	18:00:00	;	Entry	;	Passenger Car	;	Iwo Road
947	;	22/08/2016	;	18:15:00	;	Entry	;	Bus	;	Iwo Road
948	;	22/08/2016	;	18:30:00	;	Entry	;	Bus 	;	Iwo Road
949	;	22/08/2016	;	18:45:00	;	Exit	;	2-axle Trailer 	;	Iwo Road
950	;	22/08/2016	;	19:00:00	;	Exit	;	Passenger Car	;	Iwo Road
951	;	22/08/2016	;	19:15:00	;	Entry	;	Passenger Car	;	Iwo Road
952	;	22/08/2016	;	19:30:00	;	Exit	;	Passenger Car	;	Iwo Road
953	;	22/08/2016	;	19:45:00	;	Exit	;	3-axle Trailer	;	Iwo Road
954	;	22/08/2016	;	20:00:00	;	Entry	;	3-axle Trailer	;	Iwo Road
955	;	22/08/2016	;	20:15:00	;	Entry	;	3-axle Trailer	;	Iwo Road
956	;	22/08/2016	;	20:30:00	;	Exit	;	2-axle Trailer	;	Iwo Road
957	;	22/08/2016	;	20:45:00	;	Exit	;	Bus	;	Iwo Road
958	;	22/08/2016	;	21:00:00	;	Exit	;	Bus	;	Iwo Road
959	;	22/08/2016	;	21:15:00	;	Exit	;	2-axle Trailer	;	Iwo Road
960	;	22/08/2016	;	21:30:00	;	Exit	;	Passenger Car	;	Iwo Road
961	;	22/08/2016	;	21:45:00	;	Exit	;	Passenger Car	;	Iwo Road
962	;	22/08/2016	;	22:00:00	;	Entry	;	Passenger Car	;	Iwo Road
963	;	22/08/2016	;	22:15:00	;	Exit	;	Passenger Car	;	Iwo Road
964	;	22/08/2016	;	22:30:00	;	Exit	;	Passenger Car	;	Iwo Road
965	;	22/08/2016	;	22:45:00	;	Entry	;	Bus	;	Iwo Road
966	;	22/08/2016	;	23:00:00	;	Entry	;	Bus	;	Iwo Road
967	;	22/08/2016	;	23:15:00	;	Exit	;	Passenger Car	;	Iwo Road
968	;	22/08/2016	;	23:30:00	;	Entry	;	Passenger Car	;	Iwo Road
969	;	22/08/2016	;	23:45:00	;	Entry	;	Passenger Car	;	Iwo Road
970	;	23/08/2016	;	00:00:00	;	Exit	;	Passenger Car	;	Iwo Road
971	;	23/08/2016	;	01:15:12	;	Entry	;	Passenger Car	;	Iwo Road
972	;	23/08/2016	;	01:34:54	;	Entry 	;	Passenger Car	;	Iwo Road
973	;	23/08/2016	;	01:43:23	;	Entry 	;	Passenger Car	;	Iwo Road
974	;	23/08/2016	;	01:56:11	;	Entry	;	Bus 	;	Iwo Road
975	;	23/08/2016	;	01:57:21	;	Exit 	;	Passenger Car	;	Iwo Road
976	;	23/08/2016	;	04:30:00	;	Entry 	;	Bus	;	Iwo Road
977	;	23/08/2016	;	04:45:00	;	Entry	;	Bus	;	Iwo Road
978	;	23/08/2016	;	05:00:00	;	Entry	;	2-axle Trailer	;	Iwo Road
979	;	23/08/2016	;	05:15:00	;	Entry	;	3-axle Trailer	;	Iwo Road
980	;	23/08/2016	;	05:30:00	;	Entry	;	Passenger Car	;	Iwo Road
981	;	23/08/2016	;	05:32:12	;	Entry	;	Passenger Car	;	Iwo Road
982	;	23/08/2016	;	05:39:32	;	Entry	;	Passenger Car	;	Iwo Road
983	;	23/08/2016	;	06:00:00	;	Entry	;	2-axle Trailer	;	Iwo Road
984	;	23/08/2016	;	06:15:00	;	Entry	;	2-axle Trailer 	;	Iwo Road
